,app_name,title,id,url,all_ratio,genres,specs,platform,developer,Developer,Publisher,Release_Date,Positive_Review,Positive_Review_Rank,Top_Played_Rank
25653,Prey,Prey,480490.0,https://store.steampowered.com/app/480490/Prey/,"88% of the 9,936 user reviews for this game are positive.","['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Arkane StudiosPublisher:Bethesda SoftworksRelease Date: May 4, 2017",Arkane Studios,Bethesda Softworks,May 4 2017,8744.0,205,
33515,Empyrion - Galactic Survival,Empyrion - Galactic Survival,383120.0,https://store.steampowered.com/app/383120/Empyrion__Galactic_Survival/,"82% of the 10,663 user reviews for this game are positive.","['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Steam Workshop', 'Partial Controller Support']","Windows,","Eleon Game StudiosPublisher:Eleon Game StudiosRelease Date: Aug 5, 2015",Eleon Game Studios,Eleon Game Studios,Aug 5 2015,8744.0,205,
2629,Spooky's Jump Scare Mansion,Spooky's Jump Scare Mansion,356670.0,https://store.steampowered.com/app/356670/Spookys_Jump_Scare_Mansion/,"92% of the 9,470 user reviews for this game are positive.","['Action', 'Adventure', 'Free to Play', 'Indie']",['Single-player'],"Windows,","Lag StudiosPublisher:Lag StudiosRelease Date: Jul 28, 2015",Lag Studios,Lag Studios,Jul 28 2015,8712.0,207,
19150,Darwin Project,Darwin Project,544920.0,https://store.steampowered.com/app/544920/Darwin_Project/,"80% of the 10,849 user reviews for this game are positive.","['Action', 'Casual', 'Free to Play', 'Indie', 'Early Access']","['Multi-player', 'Online Multi-Player']","Windows,","Scavengers StudioPublisher:Scavengers StudioRelease Date: Mar 9, 2018",Scavengers Studio,Scavengers Studio,Mar 9 2018,8679.0,208,
30022,Lost Castle,Lost Castle,434650.0,https://store.steampowered.com/app/434650/Lost_Castle/,"90% of the 9,529 user reviews for this game are positive.","['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Mac,Windows,","Hunter StudioPublisher:Hunter StudioRelease Date: Aug 31, 2016",Hunter Studio,Hunter Studio,Aug 31 2016,8576.0,209,
36861,Antichamber,Antichamber,219890.0,https://store.steampowered.com/app/219890/Antichamber/,"95% of the 9,014 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Steam Trading Cards']","Windows,","Alexander BrucePublisher:DemruthRelease Date: Jan 31, 2013",Alexander Bruce,Demruth,Jan 31 2013,8563.0,210,
28178,OneShot,OneShot,420530.0,https://store.steampowered.com/app/420530/OneShot/,"98% of the 8,738 user reviews for this game are positive.","['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Mac,Windows,","Little Cat FeetPublisher:DegicaRelease Date: Dec 8, 2016",Little Cat Feet,Degica,Dec 8 2016,8563.0,210,
34677,ShellShock Live,ShellShock Live,326460.0,https://store.steampowered.com/app/326460/ShellShock_Live/,"89% of the 9,613 user reviews for this game are positive.","['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy', 'Early Access']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']","SteamOS,Linux,Mac,Windows,","kChamp GamesPublisher:kChamp GamesRelease Date: Mar 11, 2015",kChamp Games,kChamp Games,Mar 11 2015,8556.0,212,
35675,The Room,The Room,288160.0,https://store.steampowered.com/app/288160/The_Room/,"97% of the 8,784 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Fireproof GamesPublisher:Fireproof GamesRelease Date: Jul 28, 2014",Fireproof Games,Fireproof Games,Jul 28 2014,8520.0,213,
1225,Child of Light,Child of Light,256290.0,https://store.steampowered.com/app/256290/Child_of_Light/,"92% of the 9,225 user reviews for this game are positive.",['RPG'],"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']","Windows,","Ubisoft MontréalPublisher:UbisoftRelease Date: Apr 29, 2014",Ubisoft Montréal,Ubisoft,Apr 29 2014,8487.0,214,
3695,Hyper Light Drifter,Hyper Light Drifter,257850.0,https://store.steampowered.com/app/257850/Hyper_Light_Drifter/,"94% of the 8,980 user reviews for this game are positive.","['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Local Multi-Player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","Linux,Mac,Windows,","Heart MachinePublisher:Heart MachineRelease Date: Mar 31, 2016",Heart Machine,Heart Machine,Mar 31 2016,8441.0,215,
36813,Star Conflict,Star Conflict,212070.0,https://store.steampowered.com/app/212070/Star_Conflict/,"76% of the 11,054 user reviews for this game are positive.","['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']","['Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']","SteamOS,Linux,Mac,Windows,","Star Gem Inc.Publisher:Gaijin EntertainmentRelease Date: Feb 27, 2013",Star Gem Inc,Gaijin Entertainment,Feb 27 2013,8401.0,216,
1325,A Story About My Uncle,A Story About My Uncle,278360.0,https://store.steampowered.com/app/278360/A_Story_About_My_Uncle/,"92% of the 9,130 user reviews for this game are positive.","['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Gone North GamesPublisher:Coffee Stain PublishingRelease Date: May 28, 2014",Gone North Games,Coffee Stain Publishing,May 28 2014,8400.0,217,
35575,Mountain,Mountain,313340.0,https://store.steampowered.com/app/313340/Mountain/,"88% of the 9,544 user reviews for this game are positive.","['Casual', 'Indie', 'RPG', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Linux,Mac,Windows,","David OReillyPublisher:Double Fine Presents, David OReillyRelease Date: Jul 1, 2014",David OReilly,Double Fine Presents David OReilly,Jul 1 2014,8399.0,218,
30529,Montaro,Montaro,495890.0,https://store.steampowered.com/app/495890/Montaro/,"95% of the 8,833 user reviews for this game are positive.","['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Windows,","JCKSLAPPublisher:JCKSLAPRelease Date: Jul 25, 2016",JCKSLAP,JCKSLAP,Jul 25 2016,8391.0,219,
37142,Orcs Must Die! 2,Orcs Must Die! 2,201790.0,https://store.steampowered.com/app/201790/Orcs_Must_Die_2/,"94% of the 8,841 user reviews for this game are positive.","['Action', 'Indie', 'Strategy']","['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Windows,","Robot EntertainmentPublisher:Robot EntertainmentRelease Date: Jul 30, 2012",Robot Entertainment,Robot Entertainment,Jul 30 2012,8311.0,220,
874,Gone Home,Gone Home,232430.0,https://store.steampowered.com/app/232430/Gone_Home/,"76% of the 10,898 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Commentary available']","Linux,Mac,Windows,","FullbrightPublisher:FullbrightRelease Date: Aug 15, 2013",Fullbright,Fullbright,Aug 15 2013,8282.0,221,
21229,They Are Billions,They Are Billions,644930.0,https://store.steampowered.com/app/644930/They_Are_Billions/,"84% of the 9,853 user reviews for this game are positive.","['Strategy', 'Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Windows,","Numantian GamesPublisher:Numantian GamesRelease Date: Dec 12, 2017",Numantian Games,Numantian Games,Dec 12 2017,8277.0,222,
21324,Getting Over It with Bennett Foddy,Getting Over It with Bennett Foddy,240720.0,https://store.steampowered.com/app/240720/Getting_Over_It_with_Bennett_Foddy/,"79% of the 10,450 user reviews for this game are positive.",['Action'],"['Single-player', 'Partial Controller Support', 'Commentary available']","Mac,Windows,","Bennett FoddyPublisher:Bennett FoddyRelease Date: Dec 6, 2017",Bennett Foddy,Bennett Foddy,Dec 6 2017,8256.0,223,
1394,Sniper Elite 3,Sniper Elite 3,238090.0,https://store.steampowered.com/app/238090/Sniper_Elite_3/,"78% of the 10,490 user reviews for this game are positive.","['Action', 'Adventure']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Windows,","RebellionPublisher:RebellionRelease Date: Jun 27, 2014",Rebellion,Rebellion,Jun 27 2014,8182.0,224,
35168,The Crew™,The Crew™,241560.0,https://store.steampowered.com/app/241560/The_Crew/,"66% of the 12,351 user reviews for this game are positive.","['Action', 'Massively Multiplayer', 'Racing']","['Single-player', 'Multi-player', 'MMO', 'In-App Purchases', 'Partial Controller Support']","Windows,","Ivory Tower in collaboration with Ubisoft ReflectionsPublisher:UbisoftRelease Date: Dec 1, 2014",Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,Dec 1 2014,8152.0,225,
36649,Tom Clancy’s Splinter Cell Blacklist,Tom Clancy’s Splinter Cell Blacklist,235600.0,https://store.steampowered.com/app/235600/Tom_Clancys_Splinter_Cell_Blacklist/,"82% of the 9,887 user reviews for this game are positive.","['Action', 'Adventure']","['Single-player', 'Multi-player', 'Co-op']","Windows,","Ubisoft TorontoPublisher:UbisoftRelease Date: Aug 20, 2013",Ubisoft Toronto,Ubisoft,Aug 20 2013,8107.0,226,
6906,Portal Knights,Portal Knights,374040.0,https://store.steampowered.com/app/374040/Portal_Knights/,"81% of the 9,787 user reviews for this game are positive.","['Action', 'Adventure', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']","Windows,","Keen GamesPublisher:505 GamesRelease Date: May 18, 2017",Keen Games,505 Games,May 18 2017,7927.0,227,
6699,What Remains of Edith Finch,What Remains of Edith Finch,501300.0,https://store.steampowered.com/app/501300/What_Remains_of_Edith_Finch/,"95% of the 8,289 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Giant SparrowPublisher:Annapurna InteractiveRelease Date: Apr 24, 2017",Giant Sparrow,Annapurna Interactive,Apr 24 2017,7875.0,228,
6697,Outlast 2,Outlast 2,414700.0,https://store.steampowered.com/app/414700/Outlast_2/,"86% of the 9,135 user reviews for this game are positive.","['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","Windows,","Red BarrelsPublisher:Red BarrelsRelease Date: Apr 25, 2017",Red Barrels,Red Barrels,Apr 25 2017,7856.0,229,
38752,TrackMania Nations Forever,TrackMania Nations Forever,11020.0,https://store.steampowered.com/app/11020/TrackMania_Nations_Forever/,"87% of the 8,956 user reviews for this game are positive.",['Racing'],"['Single-player', 'Multi-player', 'Includes level editor']","Windows,","NadeoPublisher:UbisoftRelease Date: Apr 16, 2008",Nadeo,Ubisoft,Apr 16 2008,7792.0,230,
32066,SUPERHOT,SUPERHOT,322500.0,https://store.steampowered.com/app/322500/SUPERHOT/,"85% of the 9,136 user reviews for this game are positive.","['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","Windows,","SUPERHOT TeamPublisher:SUPERHOT TeamRelease Date: Feb 25, 2016",SUPERHOT Team,SUPERHOT Team,Feb 25 2016,7766.0,231,
22764,A Hat in Time,A Hat in Time,253230.0,https://store.steampowered.com/app/253230/A_Hat_in_Time/,"98% of the 7,923 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']","Mac,Windows,","Gears for BreakfastPublisher:Gears for BreakfastRelease Date: Oct 5, 2017",Gears for Breakfast,Gears for Breakfast,Oct 5 2017,7765.0,232,
1072,The Banner Saga,The Banner Saga,237990.0,https://store.steampowered.com/app/237990/The_Banner_Saga/,"89% of the 8,715 user reviews for this game are positive.","['Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor']","Mac,Windows,","StoicPublisher:Versus EvilRelease Date: Jan 14, 2014",Stoic,Versus Evil,Jan 14 2014,7756.0,233,
1420,Unturned - Permanent Gold Upgrade,Unturned - Permanent Gold Upgrade,306460.0,https://store.steampowered.com/app/306460/Unturned__Permanent_Gold_Upgrade/,"93% of the 8,331 user reviews for this game are positive.","['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']","Linux,Mac,Windows,","Smartly Dressed GamesPublisher:Smartly Dressed GamesRelease Date: Jul 7, 2014",Smartly Dressed Games,Smartly Dressed Games,Jul 7 2014,7748.0,234,
27283,We Were Here,,582500.0,https://store.steampowered.com/app/582500/We_Were_Here/,"92% of the 8,404 user reviews for this game are positive.",,"['Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'HTC Vive', 'Tracked Motion Controllers', 'Standing']","Linux,Mac,Windows,",,,,,7732.0,235,
34846,Total War: ATTILA,Total War: ATTILA,325610.0,https://store.steampowered.com/app/325610/Total_War_ATTILA/,"72% of the 10,723 user reviews for this game are positive.",['Strategy'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","SteamOS,Linux,Mac,Windows,","CREATIVE ASSEMBLYPublisher:SEGAFranchise:Total WarRelease Date: Feb 17, 2015",CREATIVE ASSEMBLY,SEGAFranchise Total War,Feb 17 2015,7721.0,236,
26672,LEGO® Worlds,LEGO® Worlds,332310.0,https://store.steampowered.com/app/332310/LEGO_Worlds/,"76% of the 10,121 user reviews for this game are positive.",['Adventure'],"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']","Windows,","TT Games, Traveller's TalesPublisher:Warner Bros. Interactive EntertainmentRelease Date: Mar 7, 2017",TT Games Traveller s Tales,Warner Bros Interactive Entertainment,Mar 7 2017,7692.0,237,
31311,Who's Your Daddy,Who's Your Daddy,427730.0,https://store.steampowered.com/app/427730/Whos_Your_Daddy/,"72% of the 10,643 user reviews for this game are positive.","['Action', 'Casual', 'Indie']","['Multi-player', 'Cross-Platform Multiplayer', 'Partial Controller Support']","Linux,Mac,Windows,","Evil Tortilla GamesPublisher:Evil Tortilla GamesRelease Date: Dec 23, 2015",Evil Tortilla Games,Evil Tortilla Games,Dec 23 2015,7663.0,238,
30042,Titan Quest Anniversary Edition,Titan Quest Anniversary Edition,475150.0,https://store.steampowered.com/app/475150/Titan_Quest_Anniversary_Edition/,"91% of the 8,401 user reviews for this game are positive.","['Action', 'RPG']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","Windows,","Iron Lore Entertainment, THQ NordicPublisher:THQ NordicRelease Date: Aug 31, 2016",Iron Lore Entertainment THQ Nordic,THQ Nordic,Aug 31 2016,7645.0,240,
16322,Cuisine Royale,Cuisine Royale,884660.0,https://store.steampowered.com/app/884660/Cuisine_Royale/,"74% of the 10,300 user reviews for this game are positive.","['Action', 'Free to Play', 'Massively Multiplayer', 'Early Access']","['Multi-player', 'Online Multi-Player']","Windows,","Darkflow SoftwarePublisher:Gaijin Distribution KFTRelease Date: Jun 15, 2018",Darkflow Software,Gaijin Distribution KFT,Jun 15 2018,7622.0,241,
26837,Blackwake,Blackwake,420290.0,https://store.steampowered.com/app/420290/Blackwake/,"88% of the 8,637 user reviews for this game are positive.","['Action', 'Casual', 'Indie', 'Strategy', 'Early Access']","['Multi-player', 'Online Multi-Player', 'Online Co-op', 'Partial Controller Support']","Mac,Windows,","Mastfire Studios Pty LtdPublisher:Mastfire Studios Pty LtdRelease Date: Feb 24, 2017",Mastfire Studios Pty Ltd,Mastfire Studios Pty Ltd,Feb 24 2017,7601.0,242,
30922,Transmissions: Element 120,Transmissions: Element 120,365300.0,https://store.steampowered.com/app/365300/Transmissions_Element_120/,"93% of the 8,120 user reviews for this game are positive.","['Action', 'Free to Play', 'Indie']","['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud']","Linux,Windows,","Shokunin, Thomas M. Visser, Vincent ThielePublisher:Self PublishedRelease Date: Jun 16, 2016",Shokunin Thomas M Visser Vincent Thiele,Self Published,Jun 16 2016,7552.0,243,
